probe_name,visual_area,presentation_type,interval_start,interval_end,max_phi,max_phi_state,total_distinctions,total_integrated_information_distinctions,total_cause_information,total_effect_information,total_relations,total_integrated_information_relations,faces_1_9,faces_10_30,faces_30_plus
probe_768909188,VISrl,gabors,1,50,3.7879837890595773,"[1, 1, 1]",7,1.8602196604314,4.717546662738301,4.140292149186765,43,1.9277641286281326,27,10,6
probe_768909188,VISrl,gabors,51,100,3.720931422283053,"[1, 1, 1]",6,1.8572010216468,4.3941460731435384,3.484680350745304,21,1.8637304006362925,21,0,0
probe_768909188,VISrl,gabors,101,150,4.025695369533097,"[0, 1, 1]",7,1.8665732270067001,3.807394832793646,3.6310841873503685,51,2.159122142526409,39,12,0
probe_768909188,VISrl,gabors,151,200,3.8085454885219887,"[0, 0, 1]",7,1.8178108259995003,4.411024557437097,5.097542498694381,63,1.9907346625226074,46,14,3
probe_768909188,VISrl,natural_scenes,1,50,3.7352225816980686,"[1, 0, 0]",7,1.7965394672825998,5.456534285195447,5.658788827269676,47,1.938683114415471,30,14,3
probe_768909188,VISrl,natural_scenes,51,100,3.937189604037237,"[1, 0, 0]",7,1.858870960602,4.133640953906016,5.253547006793856,47,2.0783186434352,38,8,1
probe_768909188,VISrl,natural_scenes,101,150,3.8117648217163316,"[0, 1, 0]",7,1.8358659451090003,4.397825964489433,4.186594106287674,37,1.975898876607305,33,4,0
probe_768909188,VISrl,natural_scenes,151,200,3.8831408311037743,"[1, 0, 0]",7,1.8571758535144003,5.695609146888058,5.1685550965456635,47,2.025964977589336,27,14,6
probe_768909188,VISrl,natural_move_one,1,50,3.891065477679218,"[1, 1, 0]",7,1.9041776195406,4.718443510601562,3.9576831784649666,47,1.9868878581383944,39,8,0
probe_768909188,VISrl,natural_move_one,51,100,4.052862701815123,"[1, 1, 1]",7,1.9303424163062,4.261100277554554,4.191603393404512,54,2.1225202855090197,42,12,0
probe_768909188,VISrl,natural_move_one,101,150,4.21736457647428,"[1, 0, 1]",7,2.0049836614861998,4.8267185075257775,4.8903027656055515,42,2.212380914988142,37,5,0
probe_768909188,VISrl,natural_move_one,151,200,3.921824352134264,"[0, 1, 1]",7,1.8739218843137,4.8064236265591465,3.7972023662830807,46,2.047902467820714,42,4,0
probe_768909188,VISrl,natural_move_three,1,50,4.501648571178228,"[0, 0, 1]",7,2.0292240218974,4.648513269062182,5.109731365624353,55,2.4724245492809147,33,16,6
probe_768909188,VISrl,natural_move_three,51,100,3.991034896297955,"[0, 0, 0]",7,1.9245458828636997,4.6008951621435585,5.168489072498126,42,2.066489013434351,39,3,0
probe_768909188,VISrl,natural_move_three,101,150,4.217360150728479,"[0, 0, 1]",7,1.994431819589,5.174352042498331,5.9751775724235285,43,2.2229283311394576,29,11,3
probe_768909188,VISrl,natural_move_three,151,200,4.33988604473876,"[1, 1, 0]",7,2.0218888661084,4.613184044312263,4.968098243586648,41,2.3179971786302462,25,10,6
probe_768909188,VISrl,flashes,1,50,3.096225179352653,"[1, 1, 1]",7,1.4781948399354998,3.9008705740111305,3.1644879212861476,31,1.6180303394171534,26,5,0
probe_768909188,VISrl,flashes,51,100,3.289721657844299,"[1, 1, 1]",7,1.5959663406041,3.6288146482173067,4.360644004257515,53,1.693755317240281,47,6,0
probe_768909188,VISrl,flashes,101,150,3.446131837913206,"[1, 0, 1]",7,1.6706808312120003,4.870661428557577,4.808895149018111,36,1.7754510067011335,29,6,1
probe_768909188,VISrl,flashes,151,200,3.4342230961460114,"[1, 0, 1]",7,1.6666089032308,3.7748317651322267,3.408781467761793,53,1.7676141929151554,50,3,0
probe_768909188,VISrl,static_gratings,1,50,3.4096463415821536,"[0, 1, 0]",7,1.6258161502243,3.9221769943524003,4.194629990747599,62,1.7838301913577892,49,11,2
probe_768909188,VISrl,static_gratings,51,100,3.406260623890425,"[0, 0, 0]",7,1.6675618222515,4.527314443694862,4.02235378845585,55,1.7386988016390597,39,10,6
probe_768909188,VISrl,static_gratings,101,150,3.5502763111474245,"[0, 0, 1]",7,1.7170088994415997,4.990345256917195,5.061243977037546,36,1.833267411705845,31,4,1
probe_768909188,VISrl,static_gratings,151,200,3.54073085632929,"[1, 0, 0]",7,1.7149417124056,4.763051704956741,4.958327061914087,46,1.8257891439236467,37,8,1
probe_768909188,VISrl,gabors,1,50,3.6483707973630004,"[1, 1, 1]",7,1.7893851843307,5.307754686322316,4.185460906926744,46,1.858985613032325,41,4,1
probe_768909188,VISrl,gabors,51,100,3.9353976587993866,"[1, 1, 1]",7,1.8812948979896997,4.455009626309925,3.516727236949354,35,2.054102760809673,35,0,0
probe_768909188,VISrl,gabors,101,150,3.7497651442901723,"[0, 0, 0]",7,1.7898074883997,4.585898140113944,4.859856032317319,46,1.959957655890543,43,3,0
probe_768909188,VISrl,gabors,151,200,3.8806443991136543,"[1, 0, 0]",7,1.8640469143626002,4.882531679688713,4.558020332278177,42,2.016597484751029,37,5,0
probe_768909188,VISrl,natural_scenes,1,50,3.9163404613023074,"[0, 1, 0]",7,1.8815268221179,4.19287762833102,4.362876785577741,55,2.0348136391845597,39,10,6
probe_768909188,VISrl,natural_scenes,51,100,3.797655144073259,"[0, 1, 1]",7,1.8349710412234,5.345296769928215,4.804150930250389,36,1.9626841028499666,32,4,0
probe_768909188,VISrl,natural_scenes,101,150,3.97905856002739,"[1, 0, 0]",7,1.8666339005880999,4.387271389959663,4.319314167425942,37,2.1124246594392346,35,2,0
probe_768909188,VISrl,natural_scenes,151,200,3.9558092213462777,"[0, 1, 1]",7,1.9298041383934001,4.6359439927027895,5.309641348498745,40,2.026005082952865,33,7,0
